Linux 5.15.0-187-generic (node0.katieyan-315918.ldos-ut-pg0.wisc.cloudlab.us) 	09/14/26 	_x86_64_	(32 CPU)

05:02:13        CPU     %user     %nice   %system   %iowait    %steal     %idle
05:02:53         27      0.00      0.00      0.00      0.00      0.00    100.00
05:02:53         28      0.00      0.00      0.00      0.00      0.00    100.00
05:02:53         29      0.00      0.00      0.00      0.00      0.00    100.00
05:02:53         30      0.99      0.00      0.00      0.00      0.00     99.01
05:02:53         31      0.00      0.00      0.00      0.00      0.00    100.00

05:02:53        CPU     %user     %nice   %system   %iowait    %steal     %idle
05:02:54        all      3.32      0.00      1.28      0.00      0.00     95.40
05:02:54          0      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54          1      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54          2      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54          3      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54          4     85.29      0.00     13.73      0.00      0.00      0.98
05:02:54          5     18.95      0.00     28.42      0.00      0.00     52.63
05:02:54          6      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54          7      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54          8      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54          9      1.00      0.00      0.00      0.00      0.00     99.00
05:02:54         10      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54         11      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54         12      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54         13      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54         14      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54         15      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54         16      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54         17      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54         18      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54         19      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54         20      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54         21      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54         22      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54         23      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54         24      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54         25      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54         26      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54         27      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54         28      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54         29      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54         30      0.00      0.00      0.00      0.00      0.00    100.00
05:02:54         31      0.00      0.00      0.00      0.00      0.00    100.00

05:02:54        CPU     %user     %nice   %system   %iowait    %steal     %idle
05:02:55        all      3.16      0.00      1.38      0.00      0.00     95.46
05:02:55          0      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55          1      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55          2      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55          3      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55          4     85.00      0.00     14.00      0.00      0.00      1.00
05:02:55          5     17.02      0.00     30.85      0.00      0.00     52.13
05:02:55          6      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55          7      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55          8      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55          9      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55         10      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55         11      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55         12      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55         13      0.00      0.00      0.00      0.00      0.00    100.00
